current_date,台中,嘉義,永康,台南,高雄
12-23_18,18.39,16.28,17.31,17.21,17.81
12-23_19,18.28,16.02,17.01,16.94,17.56
12-23_20,18.17,15.84,16.75,16.71,17.4
12-23_21,18.08,15.63,16.52,16.48,17.15
12-23_22,17.96,15.37,16.31,16.29,16.95
12-23_23,18.18,15.5,16.44,16.61,17.4
12-24_00,19.97,17.71,18.58,18.84,19.76
12-24_01,22.03,20.1,21.42,21.63,22.25
12-24_02,24.06,21.8,23.24,23.43,24.21
12-24_03,25.65,23.1,24.7,24.95,24.96
12-24_04,27.11,24.05,25.78,25.98,25.34
12-24_05,27.64,24.7,26.07,26.15,25.42
12-24_06,27.54,25.08,25.91,25.97,25.24
12-24_07,26.67,24.73,25.47,25.57,24.2
12-24_08,25.45,23.49,24.38,24.52,23.67
12-24_09,23.99,21.74,22.87,22.73,22.9
12-24_10,22.84,20.7,21.83,21.71,22.6
12-24_11,22.09,19.99,21.46,21.1,22.34
12-24_12,21.41,19.41,21.42,20.71,22.05
12-24_13,20.87,18.78,20.65,19.99,21.67
12-24_14,20.41,18.28,20.07,19.59,21.43
12-24_15,20.01,17.86,19.61,19.19,21.12
12-24_16,19.64,17.52,19.13,18.81,20.83
12-24_17,19.37,17.19,18.74,18.49,20.68
12-24_18,19.16,16.84,18.41,18.23,19.7
12-24_19,18.98,16.62,18.12,18,19.22
12-24_20,18.83,16.42,17.86,17.75,18.82
12-24_21,18.7,16.22,17.67,17.6,18.43
12-24_22,18.55,16.02,17.47,17.45,18.16
12-24_23,18.87,16.15,17.69,17.71,18.49
12-25_00,21.03,18.68,19.75,20.14,20.74
12-25_01,22.99,21.2,22.64,22.8,23.17
12-25_02,25.08,23.09,24.55,24.81,25.02
12-25_03,26.94,24.49,26.15,26.33,26.09
12-25_04,28.25,25.64,27.28,27.6,26.3
12-25_05,29.05,26.35,27.91,28.02,26.2
12-25_06,29.03,26.57,27.99,27.59,26.01
12-25_07,27.89,26.35,27.4,26.74,25.52
12-25_08,26.37,25.54,25.81,25.47,24.75
12-25_09,24.45,23.34,24.06,23.84,23.63
12-25_10,23.08,21.65,22.87,22.77,22.8
12-25_11,22.33,20.7,22.09,22.07,22.05
12-25_12,21.79,19.82,21.45,21.43,21.44
12-25_13,21.28,19.29,20.98,20.95,20.83
12-25_14,20.77,18.83,20.47,20.42,20.32
12-25_15,20.36,18.43,20.02,19.96,19.9
12-25_16,20.01,18.09,19.69,19.65,19.54
12-25_17,19.73,17.8,19.38,19.34,19.25
12-25_18,19.5,17.49,19.03,19.1,18.91
12-25_19,19.28,17.02,19.12,18.77,18.65
12-25_20,19.06,16.59,19.33,19.18,18.32
12-25_21,18.88,16.7,19.29,19.13,18.12
12-25_22,18.71,17.36,19.12,18.99,18.12
12-25_23,18.94,17.56,19.05,19,18.38
12-26_00,20.71,17.96,19.76,20.04,19.73
12-26_01,21.82,15.88,17.32,17.77,21.13
12-26_02,24.4,19.61,20.08,21.06,23.22
12-26_03,26.42,21.88,21.77,22.92,24.82
12-26_04,27.33,22.86,24,24.41,25.65
12-26_05,27.4,24.02,24.61,24.98,26.06
12-26_06,26.92,24.71,24.45,24.56,26.08
12-26_07,26.35,24.25,24.21,24.14,25.26
12-26_08,25.28,23.19,23.64,23.54,24.28
12-26_09,23.4,21.34,22.17,22.11,22.72
12-26_10,21.63,20.05,20.73,20.67,21.85
12-26_11,20.35,18.95,19.78,19.73,21.14
12-26_12,19.57,18.15,19.36,19.25,20.45
12-26_13,19.01,17.52,18.91,18.85,19.71
12-26_14,18.63,16.71,18.55,18.49,19.08
12-26_15,18.21,16.34,18.17,17.97,18.77
12-26_16,18.2,16.01,18.2,17.94,18.76
12-26_17,18.01,15.91,17.78,17.77,19.02
12-26_18,18.05,15.96,17.8,17.7,18.57
12-26_19,18.05,16.23,18.49,18.46,18.22
12-26_20,18.37,16.74,19.02,18.88,18.24
12-26_21,19.14,17.04,19.13,19.12,18.65
12-26_22,18.15,16.89,19.3,19.33,18.9
12-26_23,17.53,17.28,19.44,19.53,19.21
12-27_00,17.66,16.75,18.94,18.93,19.5
12-27_01,18.44,16.64,18.93,18.76,19.69
12-27_02,19.22,18.6,19.15,19.43,19.18
12-27_03,19.51,19.48,20.21,19.82,19.19
12-27_04,19.41,19.74,19.9,20.17,19.62
12-27_05,19.2,18.51,19.2,19.28,20
12-27_06,18.83,17.87,19.31,19.12,19.71
12-27_07,18.13,17.12,18.22,18.2,19.53
12-27_08,16.37,15.62,17.61,17.58,18.86
12-27_09,14.66,14.55,16.65,16.76,18.2
12-27_10,14.2,13.92,15.98,16.05,17.63
12-27_11,13.83,13.42,15.36,15.47,17.2
12-27_12,13.52,13.13,14.89,14.96,16.63
12-27_13,13.64,12.88,14.7,14.75,16.15
12-27_14,13.49,12.62,14.42,14.46,15.99
12-27_15,13.51,12.35,14.17,14.17,15.69
12-27_16,13.41,12.2,13.98,14.02,15.43
12-27_17,13.49,11.97,13.81,13.81,15.21
12-27_18,13.9,11.89,13.74,13.8,15.04
12-27_19,14.18,11.82,13.59,13.65,14.84
12-27_20,14.16,11.75,13.5,13.6,14.77
12-27_21,14.36,11.75,13.47,13.56,14.74
12-27_22,14.24,11.66,13.56,13.64,14.74
12-27_23,14.21,11.67,13.54,13.64,14.56
12-28_00,14.12,11.85,13.6,13.61,14.67
12-28_01,14.07,11.63,13.56,13.6,14.73
12-28_02,14.15,11.56,13.47,13.68,15
12-28_03,14.23,11.9,13.81,13.96,15.23
12-28_04,14.45,11.88,13.92,14.03,15.26
12-28_05,14.44,11.93,13.87,13.97,15.26
12-28_06,14.82,12.04,14.02,14.06,15.06
12-28_07,14.58,12.05,13.95,14.12,14.9
12-28_08,14.52,12.16,13.86,14.06,14.76
12-28_09,14.42,12.13,13.84,13.95,14.74
12-28_10,14.49,12.15,13.86,14.03,14.55
12-28_11,14.4,12.11,13.95,14.02,14.57
12-28_12,14.47,12.15,14.15,14.19,14.58
12-28_13,14.61,12.13,14.3,14.28,14.72
12-28_14,14.73,12.21,14.25,14.41,14.85
12-28_15,14.95,12.29,14.32,14.42,15.01
12-28_16,15.19,12.31,14.42,14.55,15.08
12-28_17,15.18,12.51,14.45,14.58,14.98
12-28_18,15.14,12.62,14.56,14.69,15.07
12-28_19,15.17,12.93,14.71,14.82,15.12
12-28_20,14.96,13.15,15.07,15.08,15.23
12-28_21,15.14,13.23,15.23,15.25,15.24
12-28_22,14.88,13.26,15.23,15.27,15.15
12-28_23,15.01,13.21,15.27,15.32,15.3
12-29_00,15.89,13.52,15.4,15.45,15.46
12-29_01,16.92,14.39,16.04,16.16,16.21
12-29_02,16.68,14.78,16.17,16.21,16.44
12-29_03,16.37,15.24,16.31,16.35,16.41
12-29_04,16.25,15.13,16.57,16.54,16.6
12-29_05,16.11,15.03,16.47,16.51,16.86
12-29_06,15.86,14.8,16.35,16.4,17.01
12-29_07,15.6,14.73,17.28,17.17,17.18
12-29_08,15.91,14.68,16.15,16.23,16.88
12-29_09,15.51,14.3,15.76,15.89,16.54
12-29_10,15.04,14.12,15.59,15.66,16.36
12-29_11,14.93,13.76,15.5,15.51,16.09
12-29_12,14.84,13.46,15.39,15.41,16.12
12-29_13,14.73,13.2,15.12,15.2,16.01
12-29_14,14.6,12.45,14.89,15.04,15.86
12-29_15,14.53,12.05,14.21,14.39,15.77
12-29_16,14.51,11.9,13.84,13.88,15.59
12-29_17,14.61,11.86,13.66,13.63,15.41
12-29_18,14.67,11.89,13.53,13.59,15.3
12-29_19,14.55,11.87,13.48,13.61,15.32
12-29_20,14.47,11.85,13.89,13.95,15.69
12-29_21,14.36,11.86,14.1,14.21,15.42
12-29_22,14.26,12.43,14.29,14.45,15.74
12-29_23,14.67,12.69,14.51,14.7,15.67
12-30_00,16.74,12.94,14.95,15.26,16.76
12-30_01,19.57,14.2,16.3,17.63,17.39
12-30_02,21.78,17.68,19.21,20.03,18.47
12-30_03,23.32,17.56,20.95,21.53,19.17
12-30_04,24.91,19.79,20.01,20.47,19.55
12-30_05,25.76,21.4,20.29,20.21,19.38
12-30_06,26.06,22,20.26,20.19,19.76
12-30_07,25.67,22.25,19.78,19.58,19.46
12-30_08,24.34,21.86,19.43,19.19,19.12
12-30_09,21.88,20.47,18.98,18.62,18.77
12-30_10,20.3,18.93,18.47,18.22,18.42
12-30_11,19.27,18.09,18.2,17.97,18.16
12-30_12,18.45,17.29,17.96,17.79,17.96
12-30_13,18.03,16.66,17.93,17.93,17.85
12-30_14,17.67,16.54,18.05,18.05,17.72
12-30_15,17.28,16.17,17.83,17.79,17.62
12-30_16,16.97,15.37,17.53,17.61,17.47
12-30_17,16.7,14.85,17.48,17.56,17.45
12-30_18,16.47,14.5,16.55,16.57,17.5
12-30_19,16.25,14.18,16.06,16.39,17.52
12-30_20,16.09,13.9,15.59,15.94,16.82
12-30_21,15.96,13.6,15.24,15.59,16.52
12-30_22,15.8,13.37,14.96,15.27,16.02
12-30_23,16.03,13.42,15.1,15.35,16.21
12-31_00,18.37,15.38,16.94,17.35,18.45
12-31_01,20.99,18.15,19.43,19.91,20.98
12-31_02,23.14,20.32,21.64,22.36,23.08
12-31_03,25.28,22.03,23.51,23.81,24.44
12-31_04,26.55,23.46,24.92,25.41,24.87
12-31_05,27.6,24.35,25.82,26.04,24.87
12-31_06,27.55,24.81,26.2,26.54,24.88
12-31_07,26.37,24.76,26.06,26.23,24.67
12-31_08,25.26,23.54,25.2,25.09,24.21
12-31_09,22.97,21.49,23.07,23.11,23.21
12-31_10,21.46,20.09,21.49,21.57,21.89
12-31_11,20.58,18.87,20.62,20.7,21.18
12-31_12,20.01,18.12,19.91,20.01,20.51
12-31_13,19.43,17.59,19.23,19.35,19.83
12-31_14,18.95,17.09,18.65,18.81,19.23
12-31_15,18.54,16.66,18.14,18.24,18.69
12-31_16,18.24,16.25,17.73,17.81,18.33
12-31_17,18,15.89,17.4,17.5,18.16
12-31_18,17.81,15.59,17.1,17.22,17.87
12-31_19,17.68,15.39,16.79,16.94,17.59
12-31_20,17.54,15.14,16.64,16.69,17.29
12-31_21,17.37,15.09,16.31,16.38,17.07
12-31_22,17.17,14.91,15.88,16.11,16.96
12-31_23,17.38,15.16,15.88,16.36,17.38
