32.0	22.8	2.1	274.8
27.7	21.5	8.7	262.9
24.2	21.9	11.6	257.0
21.8	16.0	15.5	268.8
18.1	11.9	12.2	305.6
14.9	9.0	12.2	316.5
12.2	2.1	9.1	292.9
8.4	-0.9	11.8	287.5
4.3	-0.5	21.0	312.7
0.2	-5.2	11.3	295.5
-4.1	-9.9	8.5	285.9
-7.4	-17.6	21.0	268.9
-14.0	-18.5	18.0	265.8
-20.7	-26.4	18.4	266.5
-28.6	-43.0	7.0	283.1
-37.6	-59.2	19.2	291.2
-50.0	-70.3	15.3	310.3
-64.6	-70.2	8.0	340.8
-75.0	-85.3	24.6	96.6

