19.5	16.3	5.8	342.1
18.1	11.3	4.1	197.8
15.3	9.1	9.1	179.6
12.6	7.5	7.4	207.1
8.8	7.0	11.6	276.2
5.5	1.8	15.7	291.6
2.5	-2.0	20.8	296.0
0.1	-7.2	29.9	279.7
-3.6	-10.1	33.0	259.4
-8.4	-15.5	32.4	267.9
-12.2	-25.8	41.1	280.5
-16.1	-39.6	53.9	282.8
-20.3	-47.8	63.6	280.6
-22.9	-58.3	83.0	284.5
-29.0	-58.8	96.2	280.8
-40.0	-61.9	90.8	265.3
-52.4	-66.0	91.8	263.5
-66.4	-73.6	88.1	258.9
-77.4	-81.4	58.0	263.5

