22.9	20.2	16.9	10.0
23.6	13.5	7.8	344.0
20.3	11.8	7.0	315.0
16.6	13.7	10.7	294.0
13.9	8.9	7.0	288.0
11.9	5.1	6.4	337.0
10.0	5.2	15.7	328.0
6.3	2.7	15.7	324.0
2.7	-1.5	18.8	308.0
-0.1	-7.6	21.0	310.0
-4.2	-13.6	27.0	302.0
-8.9	-30.1	28.3	288.0
-14.9	-23.9	27.4	292.0
-23.2	-31.8	34.7	292.0
-30.6	-49.9	27.4	283.0
-40.0	-64.9	25.0	273.0
-52.7	-68.3	22.7	267.0
-67.7	-74.8	25.8	271.0
-78.7	-87.0	28.1	245.0

