27.2	25.0	5.6	180.4
24.4	22.6	11.1	211.3
21.9	19.0	9.1	222.3
19.3	16.5	8.9	209.2
18.5	4.6	2.3	225.5
15.5	9.2	1.0	227.6
12.2	4.0	4.7	157.7
8.6	-6.0	3.1	252.7
5.1	-13.1	5.8	346.6
1.4	-14.0	8.5	341.9
-3.6	-24.8	9.3	301.2
-9.3	-21.2	9.1	295.4
-13.8	-28.3	10.7	302.9
-20.4	-37.3	15.1	271.0
-29.2	-38.0	13.8	265.4
-38.1	-49.1	4.5	313.9
-50.3	-65.6	3.7	191.9
-64.4	-74.3	7.8	204.5
-76.0	-84.5	16.5	56.2

