日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/01/01,北站,O3,18.9,19.6,18.9,18.9,18.7,17.1,16.3,16.0,22.1,26.8,34.8,45.2,55.6,58.6,56.5,59.2,58.9,50.6,43.5,37.0,30.4,26.2,22.6,18.9
2018/01/02,北站,O3,15.4,13.0,13.1,11.8,6.5,5.5,3.2,3.5,8.8,18.3,30.2,M37.8,47.9,52.2,53.4,52.7,48.7,40.5,36.4,34.2,29.0,23.7,19.2,15.3
2018/01/03,北站,O3,13.1,10.3,10.9,17.5,23.9,15.2,7.4,5.6,5.8,21.3,41.2,47.0,56.0,58.1,63.0,59.5,56.0,54.7,41.3,35.9,35.0,28.8,22.1,21.0
2018/01/04,北站,O3,20.3,20.6,9.3,15.9,15.5,11.8,3.8,3.5,6.0,21.5,28.6,37.9,41.4,42.0,35.4,30.2,19.9,15.1,28.7,19.1,20.0,12.0,12.7,12.0
2018/01/05,北站,O3,8.3,7.5,5.8,5.8,11.9,12.1,4.7,3.3,4.9,7.4,11.1,18.7,24.5,21.3,18.9,16.2,13.9,10.0,6.6,5.9,5.0,3.8,4.5,6.0
2018/01/06,北站,O3,4.5,4.5,7.0,4.8,3.1,1.9,1.7,2.4,3.4,3.9,5.3,8.0,11.0,10.0,11.3,16.3,21.4,20.4,16.0,14.6,7.1,5.0,6.6,7.4
2018/01/07,北站,O3,16.8,24.6,21.3,20.7,20.2,20.3,17.3,18.3,23.8,30.4,28.2,27.0,23.3,26.6,31.4,32.7,31.9,28.6,21.4,13.3,8.5,2.5,4.6,1.9
2018/01/08,北站,O3,1.8,1.8,1.7,1.5,1.4,3.0,4.1,2.5,2.5,7.9,19.0,21.4,16.7,16.1,21.4,23.4,25.0,25.2,26.9,28.5,29.0,24.8,22.6,20.9
2018/01/09,北站,O3,21.5,11.0,13.3,12.7,14.2,13.6,10.2,12.9,14.2,18.4,19.7,17.7,18.9,19.8,23.0,21.5,17.9,18.0,14.7,9.7,10.1,18.9,22.8,24.3
2018/01/10,北站,O3,25.6,27.1,32.5,30.4,32.7,29.3,24.5,21.8,24.1,27.6,33.3,33.9,34.6,38.6,47.1,47.8,42.5,37.2,35.0,33.8,32.8,29.8,27.8,26.7
2018/01/11,北站,O3,26.5,29.2,37.4,37.2,35.3,35.5,32.0,30.6,29.1,31.2,31.8,31.1,30.9,30.8,38.4,44.4,46.4,42.0,37.7,37.8,35.7,33.6,30.9,30.9
