日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/01/01,東站,O3,18.2,19.5,18.9,19.0,17.3,16.5,16.8,16.1,21.2,23.8,33.1,46.4,57.8,63.7,61.2,63.4,60.4,51.9,43.2,34.4,29.1,25.7,20.9,18.4
2018/01/02,東站,O3,15.6,14.0,10.7,10.5,7.4,6.1,5.5,4.9,9.7,16.8,27.6,43.2,53.5,58.2,56.4,54.2,50.2,42.6,37.8,34.8,27.6,23.7,19.7,14.5
2018/01/03,東站,O3,13.4,11.2,15.7,22.1,20.0,15.8,5.8,4.5,5.0,19.3,42.9,50.4,57.8,63.4,66.0,63.7,56.8,57.0,49.1,44.6,43.3,30.9,25.7,22.9
2018/01/04,東站,O3,24.9,15.5,14.1,22.7,20.1,16.2,8.4,4.1,7.0,12.4,21.8,C35.5,46.2,50.5,M39,30.7,20.7,21.3,28.2,21.5,22.9,11.9,12.9,12.1
2018/01/05,東站,O3,9.2,8.3,6.0,5.3,12.8,13.7,5.8,3.9,5.3,8.8,15.1,18.4,27.6,27.4,21.9,18.8,15.7,9.5,5.4,5.6,4.2,4.9,4.4,4.4
2018/01/06,東站,O3,4.5,4.5,5.6,3.1,3.6,2.7,2.4,3.3,4.3,4.6,5.8,8.0,11.4,12.3,11.0,14.8,20.0,18.6,17.6,16.1,8.3,4.5,5.5,4.3
2018/01/07,東站,O3,14.1,22.6,21.0,18.6,20.4,19.6,13.6,17.1,19.4,31.0,26.9,25.3,22.1,26.4,30.9,32.5,31.8,29.6,23.1,15.8,10.7,8.0,9.7,3.5
2018/01/08,東站,O3,2.7,2.3,2.9,2.5,2.9,3.1,10.8,7.4,3.9,6.7,19.8,24.1,19.5,17.0,24.8,28.0,27.9,27.7,27.5,31.1,31.7,25.5,22.3,20.5
2018/01/09,東站,O3,22.5,13.7,14.3,13.4,14.6,12.5,12.8,13.6,16.1,17.0,20.2,17.9,19.2,20.8,22.7,23.6,19.2,18.1,13.2,9.7,9.1,16.8,19.0,22.3
2018/01/10,東站,O3,24.5,24.7,28.1,30.8,29.7,29.4,29.0,21.8,21.7,26.2,32.4,33.0,35.5,40.9,48.0,50.3,45.1,39.6,38.7,33.1,32.3,30.7,27.5,24.7
2018/01/11,東站,O3,28.5,33.3,39.3,37.2,37.0,31.0,28.7,28.5,28.0,29.3,30.8,32.2,30.8,34.3,40.1,45.5,47.6,44.2,39.7,38.4,36.9,31.7,32.9,33.8
2018/01/12,東站,O3,32.2,31.0,37.4,37.5,34.8,27.1,22.8,19.4,24.1,26.0,30.1,34.3,40.8,47.0,51.1,51.3,46.6,39.2,33.1,29.5,25.6,23.3,23.7,22.0
2018/01/13,東站,O3,21.6,18.4,17.9,16.1,11.6,9.5,4.5,5.7,10.4,16.0,31.5,44.5,54.3,57.2,62.9,63.5,61.0,54.3,37.0,29.8,22.9,18.3,13.3,6.0
2018/01/14,東站,O3,7.0,7.6,10.9,11.0,6.7,6.9,3.2,5.5,15.4,31.4,38.8,56.9,65.7,69.7,66.9,67.3,57.2,44.1,36.6,29.8,23.7,26.1,28.0,27.5
2018/01/15,東站,O3,21.7,13.0,14.6,14.4,11.5,10.2,8.7,7.1,10.0,21.5,29.7,42.0,52.8,59.4,58.6,53.8,50.1,37.7,33.8,26.2,17.9,15.3,17.2,17.3
2018/01/16,東站,O3,19.2,18.3,19.0,18.5,17.5,14.7,12.2,9.4,13.5,27.4,32.4,41.6,44.1,49.4,46.8,45.2,40.6,30.9,18.4,15.2,8.7,6.1,4.1,4.1
2018/01/17,東站,O3,2.6,2.4,2.9,2.3,2.4,4.3,3.1,4.8,8.1,15.6,26.8,M33.7,35.7,39.1,46.8,49.3,40.4,34.2,30.9,34.2,30.2,22.1,17.9,16.1
2018/01/18,東站,O3,15.9,12.2,13.3,11.7,9.5,5.9,4.1,5.2,9.5,13.6,22.1,32.1,39.1,48.5,54.2,53.4,49.0,42.3,35.6,31.1,27.5,24.8,22.3,22.7
2018/01/19,東站,O3,17.6,15.4,15.0,11.8,8.0,7.4,10.1,15.9,17.0,18.4,18.9,20.4,23.5,27.4,32.6,34.9,29.8,25.1,16.6,11.0,5.6,5.9,12.9,15.1
2018/01/20,東站,O3,22.6,22.4,23.2,22.4,20.1,16.5,13.7,9.4,11.5,16.8,22.1,35.3,48.9,53.7,61.3,64.7,55.7,52.2,47.3,42.0,37.1,31.5,25.3,20.9
2018/01/21,東站,O3,18.8,19.1,16.2,16.5,14.0,11.2,7.5,8.7,12.9,14.2,22.7,30.4,41.3,56.9,64.5,57.4,62.6,56.9,46.4,40.5,37.1,33.0,30.2,28.2
2018/01/22,東站,O3,25.5,23.3,23.5,21.9,19.7,18.3,11.5,7.7,8.8,14.0,24.3,32.2,42.9,43.8,46.0,44.8,50.6,52.3,55.5,47.2,39.5,27.6,22.3,21.5
2018/01/23,東站,O3,24.1,23.4,21.5,20.3,14.0,10.8,11.4,9.0,14.4,25.3,37.6,50.4,59.6,71.0,63.3,59.7,56.7,52.6,42.8,34.7,24.4,17.4,17.3,13.3
2018/01/24,東站,O3,10.1,8.7,10.7,8.6,5.3,3.3,3.5,4.8,8.9,18.4,34.7,49.2,51.6,64.1,71.0,75.4,66.9,57.8,46.3,37.1,28.0,20.5,20.1,19.8
2018/01/25,東站,O3,21.7,21.3,11.3,12.8,11.9,12.1,11.9,9.5,12.6,20.8,32.2,43.7,47.2,51.9,60.7,60.3,51.8,43.8,36.1,27.7,20.9,18.2,18.6,17.0
2018/01/26,東站,O3,16.6,13.5,14.4,11.6,13.5,17.2,20.4,22.7,26.3,25.9,27.9,33.8,43.3,48.9,47.2,47.6,41.0,33.3,25.1,19.9,19.1,19.1,17.8,16.3
2018/01/27,東站,O3,15.3,15.7,18.0,16.3,15.3,14.0,13.6,13.7,13.2,13.5,17.7,27.9,37.0,46.7,42.4,44.7,44.2,41.4,34.9,30.0,26.4,21.4,17.8,19.6
2018/01/28,東站,O3,18.9,21.2,17.6,14.2,10.5,14.5,18.2,16.2,15.6,21.2,27.8,23.9,28.2,42.1,43.0,43.2,29.7,18.5,15.9,14.0,11.1,8.5,8.0,11.1
2018/01/29,東站,O3,11.5,13.5,20.2,20.9,24.4,21.9,22.2,21.5,22.9,22.5,20.8,20.9,M21.2,21.9,24.0,22.7,23.9,19.2,16.1,12.1,10.8,12.7,19.3,18.3
2018/01/30,東站,O3,15.1,18.9,19.4,18.2,14.7,17.1,21.7,21.0,14.6,13.9,17.8,22.1,26.9,34.7,37.6,37.8,35.2,27.0,16.3,12.2,7.7,8.2,5.9,4.0
2018/01/31,東站,O3,3.6,2.8,3.5,4.0,2.5,2.4,2.5,3.3,5.9,9.6,15.9,20.3,28.2,31.9,36.3,47.8,38.4,30.4,27.9,24.6,24.8,29.6,28.4,28.0
2018/02/01,東站,O3,27.4,25.1,21.2,27.2,28.6,23.7,24.3,25.9,24.2,26.2,27.2,32.5,43.7,47.9,47.1,43.9,41.1,34.2,22.5,18.2,14.3,10.3,8.4,6.6
2018/02/02,東站,O3,5.4,9.6,8.1,9.9,16.3,15.8,15.1,13.1,16.6,22.0,31.4,43.3,49.2,50.6,46.0,43.0,40.1,38.5,37.4,32.3,28.5,33.2,32.3,31.6
2018/02/03,東站,O3,32.8,29.9,33.7,36.1,36.5,38.4,38.4,36.1,P34.5,P^,P^,P^,P^,P^,P^,P^,P^,p^,p^,p^,p^,p^,p^,p^
2018/02/04,東站,O3,p^,p^,p^,p^,p^,p^,p^,p^,p^,p29.5,31.2,30.1,29.8,C31.8,30.0,29.5,30.3,28.9,26.3,26.3,26.9,27.6,28.8,27.4
2018/02/05,東站,O3,27.0,26.7,26.9,26.3,29.1,29.1,30.9,31.9,28.7,28.5,27.9,25.6,25.8,23.4,23.5,22.7,21.3,22.2,20.6,24.2,26.5,25.7,27.5,32.7
2018/02/06,東站,O3,31.9,30.4,29.3,28.1,25.8,19.8,15.2,14.0,19.5,23.7,24.1,27.6,35.0,41.7,45.8,48.7,48.0,39.2,30.1,24.1,18.7,24.0,25.0,28.1
