日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/03/18,南站,O3,23.8,17.7,15.7,21.2,13.9,13.2,8.6,11.9,20.6,35.8,53.8,65.9,74.1,73.0,69.1,63.9,57.6,56.4,51.0,41.1,40.8,33.7,23.5,20.7
2018/03/19,南站,O3,16.3,15.8,12.7,9.8,8.7,10.5,12.6,9.9,23.9,44.8,47.0,53.5,69.6,66.2,62.8,47.5,37.2,27.9,19.4,23.9,22.7,24.1,24.8,23.6
2018/03/20,南站,O3,15.4,11.1,5.7,6.9,6.1,9.4,7.4,3.8,13.0,24.2,33.2,44.8,43.7,40.4,33.8,35.8,35.6,35.1,31.2,29.5,26.4,26.8,24.7,28.0
2018/03/21,南站,O3,25.7,19.1,28.1,25.2,23.0,20.4,15.6,17.2,20.0,28.4,34.8,40.2,44.0,50.6,56.0,61.2,61.7,48.2,42.9,36.7,38.1,37.2,35.4,26.8
2018/03/22,南站,O3,26.9,26.7,32.3,30.0,35.9,33.0,25.1,21.0,23.5,33.0,P26.4,P26.6,P47.7,67.4,67.9,70.4,72.4,69.8,59.2,51.3,42.4,36.8,25.2,24.9
2018/03/23,南站,O3,25.8,26.5,24.5,21.3,4.0,4.2,3.8,9.9,31.7,57.2,67.4,77.0,78.6,84.8,89.0,74.0,52.3,57.7,52.2,43.8,38.7,29.9,21.8,12.3
2018/03/24,南站,O3,17.9,26.5,35.6,39.7,40.1,40.9,34.3,29.4,35.7,52.2,66.3,78.3,85.6,92.1,89.3,90.9,94.6,86.1,67.7,50.6,56.5,55.7,48.7,42.4
2018/03/25,南站,O3,27.5,36.5,34.9,36.2,42.1,48.1,42.1,34.8,47.8,56.7,70.0,76.8,78.2,76.0,71.2,71.9,68.6,68.2,63.1,49.5,49.0,46.7,43.8,34.6
2018/03/26,南站,O3,26.1,39.5,40.1,37.0,29.5,20.6,13.3,13.3,35.8,58.5,69.4,85.6,85.3,83.0,78.2,72.9,66.6,60.2,51.3,47.1,38.3,31.7,24.7,20.5
2018/03/27,南站,O3,22.4,23.8,23.6,20.9,17.7,15.9,9.4,15.8,32.0,45.9,60.3,M0,72.1,66.2,61.6,62.5,60.8,52.3,49.2,40.6,24.5,26.2,27.4,20.2
2018/03/28,南站,O3,17.0,11.7,13.1,11.3,7.1,5.5,7.6,13.0,27.0,45.6,57.7,67.1,69.1,66.9,62.4,63.7,59.0,56.1,51.9,44.1,39.8,33.3,26.8,26.4
2018/03/29,南站,O3,23.3,21.6,20.9,17.2,13.5,8.2,9.0,13.9,27.9,37.8,50.8,59.9,62.9,62.7,62.2,59.1,54.9,50.7,48.9,45.6,42.1,49.4,43.2,29.7
2018/03/30,南站,O3,15.6,17.7,12.8,15.5,12.1,8.5,12.5,19.5,43.6,48.3,57.1,66.4,63.6,63.3,56.8,57.7,69.0,76.3,71.0,64.7,55.2,48.2,41.6,35.5
2018/03/31,南站,O3,31.7,31.3,30.0,27.2,24.7,23.7,19.3,24.1,36.2,47.5,57.0,68.4,67.4,51.0,52.0,53.4,56.6,53.4,43.4,40.6,39.0,36.8,35.3,31.1
2018/04/01,南站,O3,29.4,29.1,29.6,24.2,26.9,22.6,17.8,18.3,29.0,40.1,47.0,47.5,47.7,49.0,48.5,49.1,48.6,52.7,52.7,51.0,50.4,50.7,50.4,49.7
2018/04/02,南站,O3,47.5,40.3,29.9,27.7,23.0,19.1,13.5,15.5,32.6,41.3,51.9,51.3,51.5,53.7,49.7,46.8,45.4,40.9,35.7,33.1,26.8,31.1,18.7,15.9
2018/04/03,南站,O3,5.1,19.2,12.2,12.3,10.8,14.6,12.7,16.0,23.2,30.7,38.3,45.9,47.9,49.9,44.2,43.4,40.2,36.5,32.3,33.1,26.8,25.2,27.0,19.6
2018/04/04,南站,O3,12.6,13.3,10.8,6.0,4.0,5.1,8.2,15.3,26.1,39.8,51.7,60.4,63.0,62.3,59.4,54.4,50.9,44.7,35.0,32.9,32.8,25.9,20.8,16.5
2018/04/05,南站,O3,13.9,16.6,15.4,13.0,11.5,8.1,7.9,13.8,34.1,45.0,58.7,66.3,69.1,70.1,60.7,58.0,54.6,54.1,50.9,46.0,40.4,39.3,33.4,30.6
2018/04/06,南站,O3,31.3,30.5,25.8,23.2,18.8,15.1,12.6,16.2,27.5,30.6,35.9,40.0,41.7,40.4,37.3,42.5,42.4,40.6,38.9,35.1,33.2,34.9,37.7,43.6
2018/04/07,南站,O3,45.9,48.2,49.5,50.1,48.1,45.0,43.4,45.9,47.3,46.9,44.5,43.3,43.4,41.2,43.2,42.7,39.6,35.5,36.2,35.7,36.7,35.0,35.0,34.6
2018/04/08,南站,O3,37.6,38.4,34.6,38.1,32.8,29.5,23.5,16.2,24.4,37.8,53.9,64.0,67.8,67.6,67.5,68.0,64.7,62.8,58.8,53.7,50.5,46.8,38.4,32.2
2018/04/09,南站,O3,31.4,21.1,19.1,19.3,15.4,7.2,13.0,22.3,48.7,58.6,62.3,67.7,73.8,70.5,69.3,M65.8,62.9,58.8,57.1,51.4,50.9,37.5,43.9,29.8
2018/04/10,南站,O3,26.3,27.1,27.4,29.0,20.8,16.5,21.5,24.4,40.4,52.4,55.4,55.0,48.5,55.8,72.3,87.2,67.7,58.6,51.9,48.8,42.5,40.8,25.6,21.5
2018/04/11,南站,O3,26.3,30.3,30.3,31.4,24.6,25.0,21.7,24.0,35.6,32.6,45.6,66.6,46.1,43.5,40.5,36.7,33.0,29.5,26.8,25.4,22.8,35.4,33.3,23.5
2018/04/12,南站,O3,18.9,16.5,13.8,13.9,11.0,9.6,7.9,13.6,19.5,27.7,30.1,31.1,26.2,22.5,24.1,25.5,22.8,20.3,17.8,15.5,13.7,14.9,8.2,5.2
2018/04/13,南站,O3,6.5,5.8,5.2,5.4,3.4,4.5,4.7,7.6,15.2,20.1,27.4,52.6,49.4,31.5,26.5,22.4,18.9,14.9,9.9,4.4,5.9,7.7,8.3,8.5
2018/04/14,南站,O3,5.7,3.6,4.8,4.3,4.2,5.0,5.0,7.1,13.8,21.8,31.4,45.2,44.9,36.3,31.0,26.2,24.0,21.9,22.1,20.0,17.2,17.9,14.4,11.2
2018/04/15,南站,O3,13.4,9.3,8.1,11.7,11.8,9.5,9.6,12.9,18.5,25.5,29.3,37.0,47.1,51.3,51.3,52.9,52.6,42.7,40.1,39.8,29.9,21.8,20.6,23.1
2018/04/16,南站,O3,26.4,24.2,23.9,19.5,20.7,27.1,25.8,25.7,27.3,36.8,48.7,60.8,69.9,71.6,68.1,75.0,75.9,63.6,55.3,48.6,46.5,37.0,26.9,26.4
2018/04/17,南站,O3,25.7,20.5,20.9,25.9,23.2,23.5,24.1,25.1,24.6,25.0,37.0,42.6,43.8,53.5,61.9,58.2,57.2,59.6,61.5,54.6,37.4,30.2,26.1,24.1
2018/04/18,南站,O3,21.0,19.9,20.1,16.9,14.7,12.6,10.0,12.0,20.8,38.5,52.0,69.9,71.2,72.9,67.8,64.4,60.9,53.4,48.2,50.6,45.4,46.6,44.7,36.6
2018/04/19,南站,O3,25.6,29.2,20.7,22.5,24.1,17.4,13.0,26.1,39.7,51.9,59.9,64.4,67.5,63.8,57.3,55.7,53.4,52.5,49.6,45.0,40.8,33.7,33.1,39.0
2018/04/20,南站,O3,36.8,39.4,35.9,18.2,20.5,22.9,16.8,30.8,46.6,52.0,55.8,56.5,50.4,49.2,47.6,48.0,47.1,46.7,40.8,46.3,50.0,44.1,44.0,36.3
2018/04/21,南站,O3,31.6,25.1,25.5,27.4,27.7,21.9,10.7,20.7,40.3,50.5,59.3,70.6,74.7,55.2,50.7,50.5,50.7,45.0,42.9,35.2,26.9,27.6,23.8,24.4
2018/04/22,南站,O3,17.1,4.0,4.4,6.6,10.2,11.2,10.9,19.5,29.6,53.1,66.9,73.8,72.5,75.2,81.9,59.4,48.2,44.1,49.1,46.4,41.8,37.9,33.0,22.1
2018/04/23,南站,O3,26.5,29.0,26.6,17.8,14.4,17.9,18.9,21.4,31.3,39.6,57.3,50.7,34.7,26.2,22.8,21.3,20.6,16.5,13.6,11.0,9.0,11.5,11.0,10.0
2018/04/24,南站,O3,13.6,13.5,12.9,14.4,12.7,12.7,11.5,11.5,17.9,24.9,27.7,30.1,35.4,24.5,21.2,20.4,17.9,14.2,15.2,19.0,22.5,18.4,12.2,8.4
2018/04/25,南站,O3,5.5,3.0,3.1,5.4,5.7,6.7,8.7,12.7,11.8,21.4,26.5,36.2,45.2,43.3,53.0,56.5,47.1,43.5,53.0,49.1,46.2,44.1,35.4,30.0
2018/04/26,南站,O3,24.6,21.0,17.6,15.4,11.8,7.4,9.9,11.5,17.1,33.4,69.2,88.4,83.1,76.3,M73.4,69.6,65.7,61.9,71.2,72.4,62.5,55.1,53.0,51.2
2018/04/27,南站,O3,44.6,37.7,31.1,32.2,27.9,29.9,18.2,22.3,44.2,55.3,71.1,78.9,74.4,69.2,63.2,57.2,56.6,56.0,53.2,49.1,44.9,39.0,33.8,31.6
2018/04/28,南站,O3,30.6,27.9,24.7,27.8,22.9,11.9,10.9,28.9,35.8,44.6,52.8,60.3,67.4,71.6,71.2,72.8,69.0,65.7,72.3,67.6,64.4,63.4,61.7,62.4
2018/04/29,南站,O3,59.7,56.5,53.1,51.9,50.1,33.4,38.1,53.3,55.4,62.5,67.4,66.6,63.2,53.9,54.0,53.3,53.0,51.0,51.0,53.7,56.6,57.5,56.5,56.0
2018/04/30,南站,O3,58.0,55.4,40.3,33.7,25.4,24.8,20.4,34.0,41.0,46.5,70.3,71.0,56.8,55.6,59.8,58.4,50.1,40.7,39.0,31.6,28.0,29.3,25.4,20.2
2018/05/01,南站,O3,19.1,17.9,17.9,14.9,13.8,12.3,12.2,18.5,24.4,30.6,34.6,43.4,42.7,41.1,31.7,33.3,26.5,24.8,20.6,15.7,16.0,16.4,12.4,10.0
