日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2019/01/01,南站,O3,8.3,10.3,10.6,C9.7,5.9,6.5,5.4,12.1,10.7,14.5,15.6,25.3,32.3,39.1,41.6,41.8,35.5,32.7,26.4,19.9,17.1,17.9,16.3,14.2
2019/01/02,南站,O3,13.3,11.7,10.8,C8.2,7.5,6.7,8.5,7.9,9.6,11.3,14.9,17.4,20.6,22.8,25.2,24.6,18.2,13.5,10.8,15.4,13.8,9.0,7.3,8.2
2019/01/03,南站,O3,7.1,4.6,7.6,C6.1,4.9,3.0,p^,p^,p^,10.5,13.4,18.1,23.5,29.2,27.5,M28,M20.9,19.2,16.6,14.4,9.5,8.7,7.8,9.1
2019/01/04,南站,O3,7.6,6.6,7.9,C5.5,2.3,1.1,1.0,1.5,2.8,4.5,12.1,26.4,38.9,47.5,46.1,40.5,36.8,29.9,23.7,22.5,19.9,13.1,12.1,12.0
2019/01/05,南站,O3,6.5,3.1,2.0,C1.5,1.1,1.0,1.2,2.1,4.6,11.4,23.3,41.2,48.3,57.8,56.3,53.5,38.3,22.2,17.0,16.7,13.0,11.2,9.5,5.6
2019/01/06,南站,O3,2.6,1.8,2.3,C1.7,1.1,3.3,4.0,4.4,6.2,7.6,14.7,21.1,38.8,45.4,47.8,51.0,44.5,39.7,32.2,27.7,21.3,17.4,14.9,13.5
2019/01/07,南站,O3,11.3,8.9,7.8,C5.1,4.7,4.7,4.8,3.9,6.0,10.3,19.9,31.6,37.2,42.8,49.5,43.9,38.4,37.7,30.3,23.3,17.4,15.9,13.2,12.4
2019/01/08,南站,O3,14.3,16.0,11.2,C13.1,9.6,10.5,10.9,10.8,7.9,8.9,17.4,20.3,33.5,34.9,38.3,38.9,35.2,29.4,26.6,18.1,15.3,11.7,13.0,11.4
2019/01/09,南站,O3,12.5,15.7,13.4,C16.3,12.0,9.3,8.6,7.7,8.7,13.7,21.2,30.7,43.2,46.4,54.8,55.0,53.0,42.5,35.2,26.3,15.7,11.0,14.5,13.8
2019/01/10,南站,O3,9.0,9.8,11.3,C9.1,5.1,3.3,2.9,4.3,7.8,13.1,28.9,45.1,50.7,51.4,53.0,45.5,37.9,24.6,20.6,14.3,8.4,2.2,4.0,3.8
2019/01/11,南站,O3,4.7,4.3,3.1,C3.7,4.0,3.9,3.5,2.6,7.0,14.7,22.1,41.7,58.0,60.1,59.1,45.9,37.2,17.5,11.0,9.4,7.0,3.6,1.7,1.7
2019/01/12,南站,O3,1.2,1.4,1.8,C2.8,1.4,1.1,1.1,1.5,3.3,9.3,17.1,30.8,46.3,52.5,48.9,41.9,32.0,28.0,28.3,22.9,9.0,3.2,1.2,1.0
2019/01/13,南站,O3,1.1,1.0,1.1,C4.3,2.8,2.4,4.8,5.5,8.0,12.8,23.0,35.5,44.7,48.1,51.3,50.2,45.9,36.4,24.7,17.8,13.7,12.2,9.1,9.9
2019/01/14,南站,O3,7.4,8.2,8.2,C7.9,5.9,6.3,7.5,9.2,11.3,13.8,21.7,33.1,48.8,53.2,55.6,53.7,49.8,43.3,35.2,26.4,21.4,18.1,14.6,10.9
2019/01/15,南站,O3,13.3,11.6,15.8,C15,10.6,9.4,8.7,7.2,8.0,12.4,22.2,24.9,40.6,55.6,59.0,47.5,38.4,31.7,23.1,14.0,14.5,15.3,16.4,15.0
2019/01/16,南站,O3,16.1,13.3,16.0,C22.6,21.2,21.3,19.9,20.7,16.3,19.1,22.5,22.7,21.9,24.2,22.7,22.7,23.6,19.1,14.5,6.5,7.7,13.0,9.7,8.6
2019/01/17,南站,O3,6.5,13.3,11.1,C14.1,16.2,15.3,11.7,15.0,15.5,12.9,15.4,20.7,22.1,25.9,31.6,32.2,31.7,26.6,19.8,17.7,15.1,13.1,15.2,14.8
2019/01/18,南站,O3,11.4,13.6,18.3,C11.5,10.9,11.4,6.6,7.9,10.2,17.5,24.4,41.9,52.2,55.4,56.5,56.8,57.6,48.8,38.1,29.8,28.8,30.4,29.7,23.8
2019/01/19,南站,O3,27.3,20.8,20.4,C19.2,19.9,17.7,11.2,7.8,10.3,15.1,25.0,29.8,41.9,43.9,43.2,M34.1,35.9,26.8,23.3,27.7,31.6,15.1,11.6,13.7
2019/01/20,南站,O3,24.3,23.2,24.4,C21.8,16.2,3.8,2.1,3.1,7.1,16.0,27.6,29.3,38.8,44.4,45.1,46.4,40.6,35.3,26.4,20.2,14.3,13.9,11.3,14.0
2019/01/21,南站,O3,15.6,17.3,20.8,C22,24.0,26.1,26.9,26.6,25.5,24.0,21.3,17.9,24.0,19.7,25.3,28.7,28.9,24.0,20.6,19.1,19.1,16.5,16.8,13.9
2019/01/22,南站,O3,18.2,20.7,18.9,C16.4,24.0,28.6,26.8,25.8,24.0,17.8,24.3,27.8,30.3,31.7,31.4,32.2,27.7,32.7,26.0,21.0,17.4,14.7,15.0,16.7
2019/01/23,南站,O3,17.4,11.5,17.0,C17,14.2,12.3,9.0,11.3,11.2,18.2,24.3,33.6,49.5,52.5,63.9,61.0,59.3,53.8,44.0,37.6,35.7,35.6,32.8,24.6
2019/01/24,南站,O3,21.8,12.8,8.9,C9.6,6.8,4.5,2.2,3.3,6.2,14.2,22.6,40.3,51.9,61.8,66.0,63.6,62.0,56.4,47.4,33.9,25.5,26.8,22.4,21.9
2019/01/25,南站,O3,24.7,15.5,13.3,C11.9,8.8,5.2,2.4,2.7,5.5,18.0,37.2,43.9,53.6,64.7,67.5,67.2,63.7,60.5,53.7,41.6,32.8,22.8,19.3,16.2
2019/01/26,南站,O3,16.5,15.1,13.1,C12.2,9.9,10.5,8.7,10.0,15.8,23.1,35.7,40.7,42.2,40.7,48.4,48.4,43.2,40.5,33.4,27.3,23.5,24.1,24.6,25.7
2019/01/27,南站,O3,21.7,21.7,23.5,C22.6,18.1,16.7,14.3,12.3,14.6,22.0,22.8,28.5,34.7,45.0,49.7,48.6,44.6,44.5,35.8,28.5,23.2,19.1,13.8,10.0
2019/01/28,南站,O3,5.5,5.7,5.2,C4.7,2.2,1.2,1.1,2.8,6.9,14.3,29.5,45.7,53.1,59.9,62.2,55.8,50.4,43.0,32.1,22.1,16.8,13.4,10.9,6.7
2019/01/29,南站,O3,4.1,3.3,2.5,C1.5,1.3,1.2,1.3,1.9,3.6,10.0,22.8,M40.3,M58.4,66.8,63.0,60.5,52.7,46.6,36.2,31.3,25.9,23.1,16.4,15.8
2019/01/30,南站,O3,14.9,14.0,12.4,C7.4,4.2,1.4,1.8,3.5,4.3,9.4,18.7,33.5,41.9,40.9,46.2,54.6,49.4,37.7,28.1,9.0,12.8,3.3,2.6,17.8
2019/01/31,南站,O3,25.3,29.3,32.6,C31.7,31.5,29.4,24.2,7.3,13.2,23.3,36.9,58.0,67.6,72.7,69.2,71.4,60.4,49.9,42.0,31.3,27.6,31.4,29.1,27.1
2019/02/01,南站,O3,21.8,12.6,15.3,C22,24.7,23.1,22.6,22.4,24.4,22.4,26.5,31.9,35.0,41.2,48.6,50.1,45.0,37.6,31.4,25.0,17.8,11.8,7.8,6.0
2019/02/02,南站,O3,4.8,5.4,4.6,C5.4,4.4,3.3,2.1,4.5,8.6,16.8,33.7,51.5,63.0,73.5,78.1,71.4,59.0,56.6,51.5,41.4,32.0,27.5,29.7,26.9
2019/02/03,南站,O3,20.3,16.7,12.9,C12.2,10.1,12.2,13.0,13.1,20.0,28.9,36.4,38.6,45.0,37.6,31.6,30.7,29.4,25.9,24.9,17.7,12.9,8.8,10.5,13.1
2019/02/04,南站,O3,10.9,8.6,10.3,C8.3,7.0,5.8,5.7,7.8,12.1,21.2,24.8,33.5,45.5,47.7,47.3,43.5,41.7,41.5,38.7,32.3,26.8,23.4,21.0,14.5
2019/02/05,南站,O3,12.9,11.0,10.5,C8.9,9.5,14.3,17.1,19.7,18.4,21.2,29.4,32.9,38.3,44.5,48.3,47.6,49.1,46.6,42.4,35.2,32.2,30.3,29.1,23.7
2019/02/06,南站,O3,23.8,19.7,19.1,C16.1,14.3,7.1,5.7,6.5,8.1,19.4,29.5,34.7,43.9,53.3,51.4,49.8,45.1,40.9,37.1,34.7,30.9,26.0,19.1,17.1
2019/02/07,南站,O3,13.5,10.8,13.6,C16.9,11.0,10.0,8.8,10.7,26.9,34.9,38.5,39.8,40.5,41.9,43.8,41.3,44.3,45.6,42.1,38.4,33.6,29.6,25.6,19.5
2019/02/08,南站,O3,17.2,14.9,13.0,C16.8,15.7,18.3,18.9,18.7,20.7,22.3,27.5,39.3,47.0,51.0,51.2,50.1,45.4,43.6,39.3,35.3,31.6,24.7,20.9,22.5
2019/02/09,南站,O3,21.5,16.7,13.6,C14.2,11.0,7.4,4.9,8.4,13.5,24.8,30.5,41.7,46.0,46.0,45.6,46.2,44.8,37.6,29.7,24.6,18.5,13.9,8.7,10.2
2019/02/10,南站,O3,12.9,9.7,10.6,C9.2,7.2,11.0,12.4,m10.7,11.8,12.9,24.0,31.4,43.0,45.6,40.9,41.9,44.9,40.2,36.1,29.4,23.4,19.3,14.9,13.9
2019/02/11,南站,O3,11.9,8.6,6.9,C8.9,10.6,15.5,19.8,14.3,11.1,13.7,25.0,28.7,35.5,34.2,43.1,44.6,44.2,35.8,28.3,19.4,15.6,11.8,9.7,9.3
2019/02/12,南站,O3,5.7,4.3,4.3,C4.8,3.3,3.2,1.4,3.4,6.8,12.0,19.7,28.8,35.0,49.5,45.7,41.3,M37,31.1,24.4,24.5,24.9,23.3,19.7,17.0
2019/02/13,南站,O3,14.0,11.5,9.4,C7.1,5.5,7.2,5.4,6.7,10.6,19.5,22.9,34.4,38.2,36.2,39.0,38.2,39.0,35.0,34.4,32.9,24.2,17.5,11.6,7.7
2019/02/14,南站,O3,4.9,8.1,9.8,C7.1,6.8,4.0,5.8,6.4,11.9,18.0,28.1,40.0,43.4,47.8,46.4,41.6,38.2,33.8,31.1,28.8,33.1,29.7,14.2,7.7
2019/02/15,南站,O3,5.5,6.4,3.8,C7.2,5.1,4.1,3.7,5.3,11.9,19.4,29.5,41.0,47.1,55.8,60.8,55.8,50.9,40.6,32.1,30.3,22.0,15.4,13.5,20.6
2019/02/16,南站,O3,21.1,18.1,18.0,C5.4,2.0,2.9,1.8,5.4,10.4,19.6,29.8,41.3,48.2,51.8,52.3,50.7,43.2,37.1,31.3,25.6,20.7,19.4,14.8,8.6
2019/02/17,南站,O3,9.8,8.2,8.9,C10.5,11.0,12.5,9.3,10.8,16.4,23.1,30.7,38.2,47.0,50.1,54.7,50.6,48.5,41.7,37.3,32.6,28.4,27.2,21.8,16.6
2019/02/18,南站,O3,17.1,14.8,15.0,C15.4,10.5,8.4,6.5,6.5,9.2,15.6,26.8,33.1,45.5,54.2,53.6,56.9,42.4,26.6,27.2,14.7,17.2,17.4,17.1,17.1
2019/02/19,南站,O3,15.9,16.4,15.7,C16.9,13.8,10.6,5.8,4.3,6.2,13.2,24.4,37.5,43.4,46.9,36.0,33.2,27.3,20.0,16.4,13.0,7.3,12.9,7.9,6.3
2019/02/20,南站,O3,5.3,5.3,2.2,C4.7,3.4,3.0,2.2,2.0,6.6,18.5,32.7,45.3,63.0,57.7,35.0,30.2,26.8,35.7,32.4,22.6,20.4,18.4,16.4,11.5
2019/02/21,南站,O3,8.7,4.1,1.6,C1.7,1.2,1.3,1.5,2.8,4.0,7.2,14.5,25.9,40.7,43.6,41.2,32.6,31.6,28.1,21.5,19.2,18.0,15.0,10.7,7.7
2019/02/22,南站,O3,7.0,4.0,3.4,C9.3,8.8,9.0,5.9,6.3,9.8,15.9,25.1,36.6,41.9,48.4,45.1,43.5,35.5,32.9,29.0,26.2,25.1,18.2,17.7,8.8
2019/02/23,南站,O3,7.4,5.7,10.2,C19.2,17.2,17.9,15.1,13.7,14.8,19.9,33.4,43.5,51.5,53.4,57.1,55.2,47.3,46.7,41.9,17.8,12.9,16.0,13.9,15.1
2019/02/24,南站,O3,11.1,9.2,8.4,C13.2,11.4,10.4,8.6,6.5,9.6,9.6,9.4,8.4,13.3,21.1,26.4,19.8,24.6,27.8,16.3,16.3,14.0,18.2,14.3,15.3
2019/02/25,南站,O3,14.7,17.3,19.4,C23.2,24.7,14.8,11.4,20.1,26.2,29.0,38.3,38.0,45.2,55.0,56.8,60.7,53.3,44.3,42.3,35.6,34.3,28.7,24.9,14.8
2019/02/26,南站,O3,11.2,15.3,10.1,C9.8,11.7,7.6,3.5,5.8,9.0,15.4,25.4,45.6,58.3,58.0,60.3,59.0,M57.7,51.4,48.0,46.2,35.6,34.5,34.5,24.6
2019/02/27,南站,O3,19.8,23.0,21.5,C13.6,11.8,14.9,13.7,14.4,11.0,16.8,27.7,36.6,50.9,52.6,63.1,59.7,54.6,48.2,43.9,40.6,26.8,19.7,17.4,16.3
2019/02/28,南站,O3,15.6,25.2,22.9,C15.8,21.7,17.7,7.3,9.3,16.8,23.7,36.0,45.9,47.8,52.0,50.4,50.5,49.1,44.2,39.0,36.5,33.2,27.8,24.4,20.5
2019/03/01,南站,O3,14.6,10.0,4.9,C6.5,7.6,8.1,6.9,11.3,16.5,20.8,27.3,42.7,55.4,58.1,55.6,51.0,45.6,37.8,33.8,31.6,23.9,25.9,22.1,19.1
2019/03/02,南站,O3,18.7,19.6,21.1,C16.5,18.2,18.4,15.7,13.3,14.3,24.1,34.6,46.7,54.4,51.6,51.5,47.1,44.1,41.8,41.6,38.6,31.6,32.5,30.9,19.6
2019/03/03,南站,O3,17.7,18.7,18.0,C17.5,18.5,20.6,14.5,13.5,21.2,27.7,32.5,36.9,33.6,29.7,31.4,30.9,28.4,22.5,21.6,21.0,10.7,5.8,7.9,4.4
2019/03/04,南站,O3,6.3,8.6,14.4,C11.7,9.6,9.5,13.0,10.2,11.0,13.1,19.3,30.9,49.4,58.1,57.9,57.1,56.0,53.1,49.0,44.0,39.7,39.3,37.3,30.8
