GMT00    GMT08,台北,板橋,新竹,宜蘭,花蓮,梧棲,台中,嘉義,永康,台南,台東,高雄,恆春
02-01-00 02-01-08,14.78551724137931,14.66689655172414,14.429999999999993,15.372413793103451,18.08551724137931,15.551379310344824,15.489310344827588,14.422758620689654,15.916551724137934,16.212068965517243,19.174482758620684,18.413103448275866,20.13206896551724
02-01-01 02-01-09,15.90793103448276,15.713448275862069,15.676206896551724,16.186206896551724,18.706206896551723,16.387931034482758,16.65068965517241,15.50724137931034,17.047241379310346,17.313793103448276,20.1851724137931,19.62,21.015172413793106
02-01-02 02-01-10,16.86310344827586,16.64724137931034,16.527931034482755,16.912068965517243,19.19655172413793,17.062068965517238,18.144827586206894,16.717241379310344,18.480000000000004,18.61344827586207,20.8248275862069,20.924482758620684,21.881724137931027
02-01-03 02-01-11,17.33758620689655,17.196206896551725,16.835172413793103,17.420689655172417,19.37448275862069,17.493793103448272,19.173793103448276,17.957586206896554,19.590000000000003,19.731724137931028,21.253793103448274,21.872758620689645,22.42379310344828
02-01-04 02-01-12,17.732413793103447,17.672068965517244,16.98448275862069,17.49241379310345,19.446896551724134,17.451034482758622,19.757241379310337,18.895862068965517,20.631034482758622,20.752413793103443,21.354137931034483,22.70275862068965,22.622068965517244
02-01-05 02-01-13,17.66448275862069,17.712068965517243,17.095172413793108,17.45586206896552,19.502413793103447,17.394827586206898,20.028965517241378,19.612068965517246,21.246551724137937,21.301724137931032,21.30965517241379,23.361379310344823,22.83793103448276
02-01-06 02-01-14,17.41551724137931,17.450000000000003,16.801379310344828,17.285862068965518,19.401724137931037,17.412068965517243,19.814482758620684,19.810000000000006,21.67586206896551,21.69137931034483,21.281034482758617,23.587586206896553,22.722758620689653
02-01-07 02-01-15,17.04379310344828,17.02275862068965,16.538620689655176,17.025172413793108,19.153793103448276,17.24896551724138,19.568275862068965,19.40379310344828,21.280689655172406,21.396896551724137,21.096206896551724,23.548620689655174,22.487931034482767
02-01-08 02-01-16,16.48655172413793,16.51241379310345,15.944482758620689,16.689310344827586,18.87275862068966,16.857586206896553,18.944827586206895,18.846206896551728,20.581724137931044,20.59896551724138,20.78655172413793,23.21379310344828,22.01827586206897
02-01-09 02-01-17,15.858620689655174,15.865517241379314,15.354827586206895,16.151034482758618,18.60965517241379,16.2951724137931,17.99827586206897,17.93103448275862,19.61068965517241,19.79655172413793,20.354137931034483,22.685172413793104,21.431724137931035
02-01-10 02-01-18,15.33413793103448,15.265172413793106,14.78103448275862,15.566896551724138,18.30310344827586,15.847241379310345,16.928620689655173,16.903793103448276,18.528275862068963,18.780344827586212,19.83448275862069,22.064482758620684,20.808275862068964
02-01-11 02-01-19,15.122758620689659,14.968275862068966,14.587931034482756,15.26448275862069,18.081379310344825,15.594137931034481,16.457241379310346,16.05241379310345,17.78,18.073448275862074,19.372758620689652,21.53413793103448,20.44724137931034
02-01-12 02-01-20,14.858620689655174,14.744482758620688,14.335172413793105,15.125862068965521,18.008275862068963,15.524482758620689,16.251034482758623,15.553793103448278,17.25689655172414,17.52586206896552,19.107931034482753,20.983103448275862,20.073448275862074
02-01-13 02-01-21,14.608620689655172,14.511034482758621,14.035862068965521,14.933448275862073,17.87689655172414,15.454827586206898,16.088275862068965,15.210689655172411,16.835862068965515,17.07896551724138,18.84068965517242,20.493793103448272,19.78482758620689
02-01-14 02-01-22,14.322413793103447,14.223448275862067,13.81448275862069,14.654137931034478,17.734827586206897,15.325862068965519,15.842758620689658,14.81965517241379,16.462758620689655,16.71551724137931,18.566896551724138,19.771724137931034,19.459999999999997
02-01-15 02-01-23,13.935517241379314,13.858275862068966,13.583448275862066,14.231379310344828,17.502758620689658,15.126206896551725,15.525172413793106,14.371379310344828,16.12,16.35,18.388965517241378,19.171379310344822,19.108275862068965
