hr,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
01,937.8,1005.3,25.2,20.2,74,1.2,330,5.8,340,0.0,0.0,...,0.00,...,...
02,937.2,1004.8,24.7,20.2,76,0.7,340,5.4,320,0.0,0.0,...,0.00,...,...
03,937.3,1004.8,25.0,20.2,75,1.8,330,6.9,300,0.0,0.0,...,0.00,...,...
04,937.6,1005.4,23.9,21.4,86,1.5,320,7.3,270,0.0,0.0,...,0.00,...,...
05,937.0,1004.8,23.9,21.4,86,1.5,320,7.1,290,0.0,0.0,...,0.00,20.0,8.0
06,937.2,1004.9,24.2,21.4,84,1.9,320,6.8,280,0.0,0.0,0.0,0.00,...,...
07,938.3,1006.0,24.6,21.3,82,1.1,340,4.5,320,0.0,0.0,0.0,0.00,...,...
08,938.9,1006.7,24.3,21.5,84,0.7,110,4.0,180,0.0,0.0,0.0,0.00,30.0,10.0
09,939.1,1007.3,22.7,21.4,92,3.1,20,8.9,360,12.5,0.3,0.0,0.00,5.0,10.0
10,939.1,1007.4,22.5,21.6,95,0.3,60,4.2,20,23.1,1.0,0.0,0.00,...,...
11,939.6,1007.9,22.5,21.6,95,0.8,20,3.4,340,9.1,1.0,0.0,0.00,3.0,10.0
12,939.2,1007.5,22.5,21.7,95,0.2,0,3.4,30,19.6,1.0,0.0,0.00,...,...
13,938.9,1007.1,22.6,21.9,96,0.2,0,4.6,20,7.4,1.0,0.0,0.07,...,...
14,938.8,1006.9,23.2,22.5,96,0.0,0,1.9,40,1.0,1.0,0.0,0.37,5.0,10.0
15,938.3,1006.3,23.2,22.4,95,0.3,320,4.1,360,0.2,1.0,0.0,0.19,...,...
16,938.0,1005.9,23.6,22.9,96,1.7,330,5.0,10,0.4,0.9,0.0,0.09,...,...
17,938.3,1006.1,24.1,23.0,94,1.1,340,4.6,360,0.0,0.0,0.0,0.11,6.0,10.0
18,938.6,1006.5,24.0,22.9,94,1.0,340,4.0,10,0.0,0.0,0.0,0.00,...,...
19,939.1,1007.1,23.5,22.7,95,0.1,0,3.3,350,0.0,0.0,0.0,0.00,...,...
20,939.7,1007.8,23.4,22.7,96,0.3,V,2.1,20,0.0,0.0,...,0.00,3.0,10.0
21,939.9,1008.1,23.2,22.6,96,0.2,0,2.5,220,0.5,0.7,...,0.00,5.0,10.0
22,940.6,1008.8,23.3,22.8,97,0.0,0,1.5,30,0.1,0.2,...,0.00,...,...
23,940.7,1008.9,23.2,22.7,97,0.1,0,1.4,60,0.0,0.0,...,0.00,...,...
24,940.1,1008.2,23.4,22.6,95,1.1,350,3.7,20,0.7,0.7,...,0.00,...,...
